time,normEDA,normHRV,normHR,s_instant,s_t,height
1252.0000,12.3672,9.8528,21.5117,13.4418,12.7746,
1253.0000,4.5595,12.8152,24.1896,10.9622,12.7352,
1254.0000,4.5595,12.8152,24.1896,10.9622,12.6649,
1255.0000,11.7714,10.4037,21.7819,13.3632,12.6650,
1256.0000,13.5899,10.6716,21.5595,14.3084,12.6637,
1257.0000,4.5520,12.8152,24.1896,10.9585,12.5960,
1258.0000,4.5520,12.8152,24.1896,10.9585,12.5410,
1259.0000,4.5595,12.8152,24.1896,10.9622,12.5016,
1260.0000,4.2766,12.8152,24.0812,10.7991,12.4480,
1261.0000,13.2309,9.8528,21.5117,13.8736,12.4423,
1262.0000,4.4048,12.8152,24.0812,10.8632,12.3854,
1263.0000,15.1616,10.5644,21.4903,15.0482,12.4604,
1264.0000,4.5520,11.0481,23.2807,10.2466,12.3912,
1265.0000,4.6491,11.0481,23.2807,10.2951,12.3243,
1266.0000,4.6491,11.0481,23.2807,10.2951,12.2607,
1267.0000,15.5876,10.5644,21.4903,15.2612,12.2942,
1268.0000,5.1383,11.0481,23.2807,10.5397,12.2333,
1269.0000,9.2424,3.4937,22.3448,10.1383,12.1581,
1270.0000,6.3470,11.0481,23.2807,11.1441,12.1569,
1271.0000,6.3470,11.0481,23.2807,11.1441,12.1019,
1272.0000,7.5827,3.4937,22.3448,9.3084,12.0125,
1273.0000,10.4726,3.4937,22.4467,10.7737,11.9487,
1274.0000,8.2646,3.4937,22.3448,9.6494,11.8623,
1275.0000,9.2424,3.4937,22.3448,10.1383,11.8459,
1276.0000,9.7161,3.4937,22.4467,10.3955,11.7736,
1277.0000,15.2246,-0.7652,21.1383,11.6104,11.7275,
1278.0000,12.9555,6.2664,21.9977,12.7572,11.7666,
1279.0000,10.4726,3.4937,22.4467,10.7737,11.7061,
1280.0000,14.2238,6.9625,20.0127,13.2032,11.7653,
1281.0000,10.8987,3.4937,22.4467,10.9868,11.7154,
1282.0000,11.2502,12.7348,22.0057,13.8467,11.7169,
1283.0000,13.2825,6.2664,21.9977,12.9207,11.7029,
1284.0000,11.9702,-2.9036,21.6826,9.4505,11.6195,
1285.0000,12.0122,10.4037,21.7819,13.4836,11.6739,
1286.0000,11.5671,10.4037,21.7819,13.2611,11.7364,
1287.0000,11.6032,10.4037,21.7819,13.2791,11.7791,
1288.0000,11.7714,10.4037,21.7819,13.3632,11.8602,
1289.0000,11.7714,10.4037,21.7819,13.3632,11.8584,
1290.0000,12.7152,-2.9036,21.3847,9.7635,11.8607,
1291.0000,12.0122,10.4037,21.7819,13.4836,11.8717,
1292.0000,14.2163,10.6716,21.5595,14.6215,11.9055,
1293.0000,11.5501,-2.9036,21.6826,9.2405,11.8350,
1294.0000,13.2309,9.8528,21.5117,13.8736,11.8625,
1295.0000,13.5899,10.6716,21.5595,14.3084,11.8986,
1296.0000,14.0555,10.6716,21.5595,14.5412,11.9398,
1297.0000,15.3393,10.5644,21.4903,15.1370,11.9926,
1298.0000,14.2163,10.6716,21.5595,14.6215,12.0350,
1299.0000,15.5686,4.7269,20.1526,13.2329,12.0706,
1300.0000,14.9037,10.5644,21.4903,14.9192,12.1416,
1301.0000,14.9037,10.5644,21.4903,14.9192,12.2158,
1302.0000,15.1616,10.5644,21.4903,15.0482,12.2480,
1303.0000,15.2246,-0.7652,21.1383,11.6104,12.2609,
1304.0000,15.3393,10.5644,21.4903,15.1370,12.3444,
1305.0000,15.5876,10.5644,21.4903,15.2612,12.3824,
1306.0000,15.5876,10.5644,21.4903,15.2612,12.4015,
1307.0000,14.2238,6.9625,20.0127,13.2032,12.4463,
1308.0000,15.6317,10.5644,21.4903,15.2832,12.5328,
1309.0000,15.2837,-0.7652,21.1383,11.6400,12.5464,
1310.0000,15.4059,4.7269,20.1526,13.1516,12.5934,
1311.0000,15.4059,4.7269,20.1526,13.1516,12.5790,
1312.0000,12.9555,6.2664,21.9977,12.7572,12.6169,
1313.0000,14.2238,6.9625,20.0127,13.2032,12.5800,
1314.0000,14.2603,5.2497,19.5560,12.6163,12.6274,
1315.0000,13.7351,6.9625,20.0127,12.9588,12.6807,
1316.0000,11.9702,-2.9036,21.6826,9.4505,12.6638,
1317.0000,11.6567,-2.5571,18.0622,8.6737,12.5320,
1318.0000,12.9555,6.2664,21.9977,12.7572,12.5764,
1319.0000,12.3637,6.2664,21.9977,12.4613,12.6228,
1320.0000,12.2831,-2.9036,21.6826,9.6070,12.5921,
1321.0000,11.9627,-2.5571,18.0622,8.8267,12.5457,
1322.0000,12.2831,-2.9036,21.6826,9.6070,12.5517,
1323.0000,11.9702,-2.9036,21.6826,9.4505,12.5252,
1324.0000,12.7152,-2.9036,21.3847,9.7635,12.5275,
1325.0000,13.5669,5.3246,20.8521,12.5512,12.5758,
1326.0000,14.2102,5.3246,20.8521,12.8729,12.6253,
1327.0000,11.6723,-2.9036,21.3847,9.2420,12.5780,
1328.0000,10.4957,3.9058,17.8941,9.9984,12.5228,
1329.0000,9.9990,5.1834,17.5437,10.0632,12.5086,
1330.0000,15.5150,4.7269,20.1526,13.2061,12.5086,
1331.0000,13.5669,5.3246,20.8521,12.5512,12.5399,
1332.0000,14.2102,5.3246,20.8521,12.8729,12.5204,
1333.0000,14.2102,5.3246,20.8521,12.8729,12.5195,
1334.0000,15.6222,4.7269,20.1526,13.2597,12.5957,
1335.0000,15.0644,4.7269,20.1526,12.9808,12.5856,
1336.0000,15.5150,4.7269,20.1526,13.2061,12.5845,
1337.0000,15.5150,4.7269,20.1526,13.2061,12.5831,
1338.0000,15.5686,4.7269,20.1526,13.2329,12.5805,
1339.0000,15.6222,4.7269,20.1526,13.2597,12.5784,
1340.0000,14.6058,5.2497,19.5560,12.7890,12.6389,
1341.0000,15.6142,4.7269,20.1526,13.2557,12.6343,
1342.0000,15.4059,4.7269,20.1526,13.1516,12.6049,
1343.0000,15.4059,4.7269,20.1526,13.1516,12.6832,
1344.0000,13.3856,5.2497,19.1426,12.0962,12.6476,
1345.0000,15.0184,5.2497,19.5560,12.9953,12.6213,
1346.0000,9.9840,5.2621,17.2608,10.0228,12.5310,
1347.0000,14.2603,5.2497,19.5560,12.6163,12.4806,
1348.0000,9.7777,5.2942,16.4760,9.7723,12.3836,
1349.0000,9.5388,5.2942,16.4760,9.6529,12.3120,
1350.0000,11.6567,-2.5571,18.0622,8.6737,12.1871,
1351.0000,12.7112,5.2497,19.1426,11.7590,12.1239,
1352.0000,9.7777,5.2942,16.4760,9.7723,12.0183,
1353.0000,12.1915,-2.5571,18.0622,8.9411,11.9650,
1354.0000,12.1915,-2.5571,18.0622,8.9411,11.8410,
1355.0000,11.9627,-2.5571,18.0622,8.8267,11.7123,
1356.0000,10.1061,4.6525,17.8941,10.0276,11.6077,
1357.0000,11.3133,3.9058,17.8941,10.4072,11.5518,
1358.0000,11.3133,3.9058,17.8941,10.4072,11.4542,
1359.0000,10.8166,3.9058,17.8941,10.1589,11.4246,
1360.0000,8.0969,5.9123,15.7300,8.9681,11.3409,
1361.0000,8.7993,5.9123,16.0359,9.3805,11.2655,
1362.0000,9.9990,5.1834,17.5437,10.0632,11.2116,
1363.0000,8.6832,5.9123,16.0359,9.3225,11.1340,
1364.0000,10.1902,4.6525,17.8941,10.0697,11.0831,
1365.0000,10.1902,4.6525,17.8941,10.0697,11.0253,
1366.0000,9.8387,5.1834,17.5437,9.9831,11.0360,
1367.0000,9.8002,5.8317,17.2608,10.1018,11.0645,
1368.0000,7.5466,6.9142,14.3587,8.7193,10.9838,
1369.0000,10.0275,5.8317,17.2608,10.2154,10.9389,
1370.0000,7.9742,6.3100,15.0780,8.8957,10.9246,
1371.0000,9.8387,5.1834,17.5437,9.9831,10.9478,
1372.0000,9.8002,5.8317,17.2608,10.1018,10.9577,
1373.0000,9.8232,5.8317,17.2608,10.1133,10.9709,
1374.0000,9.8232,5.8317,17.2608,10.1133,10.9779,
1375.0000,10.0275,5.8317,17.2608,10.2154,10.9312,
1376.0000,9.9779,4.9989,16.8933,9.8673,10.8711,
1377.0000,9.9779,4.9989,16.8933,9.8673,10.8836,
1378.0000,10.1592,5.2621,17.2608,10.1104,10.8858,
1379.0000,9.9840,5.2621,17.2608,10.0228,10.8850,
1380.0000,9.9149,4.9989,16.8933,9.8358,10.8176,
1381.0000,9.5388,5.2942,16.4760,9.6529,10.7596,
1382.0000,7.0424,15.4704,12.5881,10.6800,10.7158,
1383.0000,9.9779,4.9989,16.8933,9.8673,10.6557,
1384.0000,9.9454,5.2942,16.4760,9.8562,10.5876,
1385.0000,9.7777,5.2942,16.4760,9.7723,10.5234,
1386.0000,7.0499,8.2101,13.1942,8.6268,10.4318,
1387.0000,9.7777,5.2942,16.4760,9.7723,10.3632,
1388.0000,9.5388,5.2942,16.4760,9.6529,10.2916,
1389.0000,9.1874,5.2942,16.2543,9.4328,10.2150,
1390.0000,6.8817,15.4704,12.5881,10.5996,10.1712,
1391.0000,6.8036,15.7746,11.5401,10.4422,10.1150,
1392.0000,9.0402,5.2942,16.2543,9.3592,10.0391,
1393.0000,9.0402,5.2942,16.2543,9.3592,9.9633,
1394.0000,6.6754,15.7746,11.5401,10.3781,9.9289,
1395.0000,8.6832,5.9123,16.0359,9.3225,9.8555,
1396.0000,6.6984,15.9134,10.9858,10.3204,9.8614,
1397.0000,6.6984,15.9134,10.9858,10.3204,9.8155,
1398.0000,6.5152,15.9134,10.9858,10.2288,9.8246,
1399.0000,6.8361,15.9134,10.9858,10.3892,9.8393,
1400.0000,7.6152,6.3100,15.0780,8.7162,9.8402,
1401.0000,7.5466,6.9142,14.3587,8.7193,9.7794,
1402.0000,6.9122,16.3517,10.6173,10.4851,9.7937,
1403.0000,7.9742,6.3100,15.0780,8.8957,9.7927,
1404.0000,7.5827,6.3100,15.0780,8.6999,9.7879,
1405.0000,7.4760,6.9142,14.3587,8.6840,9.7851,
1406.0000,7.6152,6.3100,15.0780,8.7162,9.7588,
1407.0000,7.4550,16.3517,10.2465,10.6823,9.7643,
1408.0000,7.5466,6.9142,14.3587,8.7193,9.7306,
1409.0000,7.5466,6.9142,14.3587,8.7193,9.7018,
1410.0000,7.4014,6.9142,14.3587,8.6467,9.6954,
1411.0000,7.4014,6.9142,14.3587,8.6467,9.6807,
1412.0000,7.4760,6.9142,14.3587,8.6840,9.6531,
1413.0000,7.2717,11.3335,11.3946,9.3148,9.6530,
1414.0000,7.0880,11.3335,9.3086,8.8057,9.6277,
1415.0000,7.0424,15.4704,12.5881,10.6800,9.6399,
1416.0000,7.0424,15.4704,12.5881,10.6800,9.6538,
1417.0000,7.1185,8.2101,13.1942,8.6611,9.6250,
1418.0000,6.8817,15.4704,12.5881,10.5996,9.6626,
1419.0000,6.8036,15.7746,11.5401,10.4422,9.6671,
1420.0000,7.0499,8.2101,13.1942,8.6268,9.6618,
1421.0000,6.7065,15.7746,11.5401,10.3936,9.6700,
1422.0000,5.9269,6.6094,13.0013,7.5465,9.6189,
1423.0000,7.0269,15.4704,12.5881,10.6722,9.6300,
1424.0000,6.8817,15.4704,12.5881,10.5996,9.6398,
1425.0000,6.8036,15.7746,11.5401,10.4422,9.6443,
1426.0000,6.5152,15.9134,10.9858,10.2288,9.6515,
1427.0000,6.6754,15.7746,11.5401,10.3781,9.6618,
1428.0000,6.6754,15.7746,11.5401,10.3781,9.6671,
1429.0000,6.6984,15.9134,10.9858,10.3204,9.6731,
1430.0000,6.9122,16.3517,10.6173,10.4851,9.6860,
1431.0000,5.4688,1.9801,13.2788,5.9842,9.6127,
1432.0000,5.5909,1.9801,13.2788,6.0452,9.5200,
1433.0000,6.8361,15.9134,10.9858,10.3892,9.5304,
1434.0000,5.3025,1.9801,13.2788,5.9011,9.4513,
1435.0000,7.4550,16.3517,10.2465,10.6823,9.4695,
1436.0000,7.3233,16.3517,10.2465,10.6164,9.5093,
1437.0000,7.3233,16.3517,10.2465,10.6164,9.5262,
1438.0000,5.4647,1.3982,13.2788,5.8076,9.4493,
1439.0000,7.3478,16.3517,10.2465,10.6287,9.4732,
1440.0000,5.4647,1.3982,13.2788,5.8076,9.3774,
1441.0000,7.4550,16.3517,10.2465,10.6823,9.3822,
1442.0000,7.0880,11.3335,9.3086,8.8057,9.3711,
1443.0000,5.2239,1.0564,13.5507,5.6390,9.2967,
1444.0000,5.1628,1.0564,13.5507,5.6085,9.2013,
1445.0000,7.2868,11.3335,11.3946,9.3223,9.2013,
1446.0000,7.2868,11.3335,11.3946,9.3223,9.1813,
1447.0000,4.9490,1.0564,13.7655,5.5445,9.0858,
1448.0000,4.6491,0.6244,13.7655,5.2650,8.9865,
1449.0000,7.0920,11.3335,9.3086,8.8077,8.9549,
1450.0000,4.8154,1.0564,13.7655,5.4777,8.8901,
1451.0000,6.3890,11.7490,8.4687,8.4130,8.8840,
1452.0000,6.9888,11.3335,9.3086,8.7562,8.8494,
1453.0000,6.6529,11.7490,8.4687,8.5449,8.8424,
1454.0000,6.0260,11.8307,8.6006,8.2823,8.8341,
1455.0000,6.7270,11.7490,8.4687,8.5819,8.8320,
1456.0000,6.3890,11.7490,8.4687,8.4130,8.8260,
1457.0000,6.3890,11.7490,8.4687,8.4130,8.7806,
1458.0000,4.5099,4.1515,13.0573,6.1119,8.7284,
1459.0000,6.3014,11.8307,8.6006,8.4200,8.7224,
1460.0000,5.5909,1.9801,13.2788,6.0452,8.6704,
1461.0000,5.4913,1.9801,13.2788,5.9954,8.6174,
1462.0000,4.5365,3.5309,9.9799,5.3235,8.5502,
1463.0000,5.8658,6.6094,13.0013,7.5160,8.5142,
1464.0000,5.8007,6.6094,13.0013,7.4834,8.4878,
1465.0000,5.8007,6.6094,13.0013,7.4834,8.4238,
1466.0000,5.5909,1.9801,13.2788,6.0452,8.3311,
1467.0000,5.4913,1.9801,13.2788,5.9954,8.2778,
1468.0000,4.3682,-0.3708,12.2580,4.5245,8.1563,
1469.0000,4.1850,-1.0143,16.3125,5.0507,8.0485,
1470.0000,5.4688,1.9801,13.2788,5.9842,7.9956,
1471.0000,4.0168,-1.0143,16.3125,4.9666,7.8871,
1472.0000,5.4647,1.3982,13.2788,5.8076,7.8523,
1473.0000,5.4647,1.3982,13.2788,5.8076,7.7550,
1474.0000,4.9490,1.0564,13.7655,5.5445,7.6539,
1475.0000,5.3386,1.3982,13.2788,5.7445,7.5600,
1476.0000,4.8154,1.0564,13.7655,5.4777,7.4649,
1477.0000,3.6713,-1.4808,15.4943,4.4903,7.3472,
1478.0000,4.5270,0.6244,13.7655,5.2039,7.2437,
1479.0000,3.3333,-2.1551,8.5198,2.7241,7.0918,
1480.0000,4.7122,1.0564,13.7655,5.4261,6.9906,
1481.0000,3.3333,-2.1551,8.5198,2.7241,6.9254,
1482.0000,3.3659,-2.1551,8.5198,2.7404,6.8593,
1483.0000,4.6817,4.1515,13.0573,6.1978,6.7755,
1484.0000,3.4209,-2.9794,6.2683,2.0703,6.6989,
1485.0000,3.4209,-2.9794,6.2683,2.0703,6.5266,
1486.0000,2.9323,-3.9395,7.2280,1.7299,6.3489,
1487.0000,2.9378,-3.9395,7.2280,1.7326,6.1712,
1488.0000,4.5270,0.6244,13.7655,5.2039,6.1591,
1489.0000,4.6491,0.6244,13.7655,5.2650,6.0519,
1490.0000,3.3368,-2.9794,6.2683,2.0282,5.9763,
1491.0000,2.7260,-4.3585,8.1855,1.6926,5.7965,
1492.0000,2.6439,-4.3585,8.1855,1.6515,5.6534,
1493.0000,4.6436,4.1515,13.0573,6.1787,5.6642,
1494.0000,4.5099,4.1515,13.0573,6.1119,5.6743,
1495.0000,4.5099,4.1515,13.0573,6.1119,5.6100,
1496.0000,4.5670,3.5309,9.9799,5.3388,5.5304,
1497.0000,4.3682,-0.3708,12.2580,4.5245,5.5100,
1498.0000,2.7260,-4.3585,8.1855,1.6926,5.4385,
1499.0000,4.5365,3.5309,9.9799,5.3235,5.3688,
1500.0000,4.5365,3.5309,9.9799,5.3235,5.3658,
1501.0000,4.4449,3.5309,9.9799,5.2777,5.3031,
1502.0000,4.4904,-0.3708,12.2580,4.5856,5.2196,
1503.0000,4.4293,-0.3708,12.2580,4.5550,5.1398,
1504.0000,4.4293,-0.3708,12.2580,4.5550,5.0653,
1505.0000,3.8796,-1.0143,16.3125,4.8980,4.9916,
1506.0000,4.3682,-0.3708,12.2580,4.5245,4.9138,
1507.0000,4.1850,-1.0143,16.3125,5.0507,4.8466,
1508.0000,4.0168,-1.0143,16.3125,4.9666,4.8237,
1509.0000,4.0168,-1.0143,16.3125,4.9666,4.7546,
1510.0000,4.0168,-1.0143,16.3125,4.9666,4.7331,
1511.0000,2.2388,-4.1573,7.9471,1.4617,4.6424,
1512.0000,3.8796,-1.0143,16.3125,4.8980,4.6339,
1513.0000,3.3659,-2.1551,8.5198,2.7404,4.5384,
1514.0000,3.7669,-1.4808,15.4943,4.5381,4.4795,
1515.0000,3.7669,-1.4808,15.4943,4.5381,4.4205,
1516.0000,3.6713,-1.4808,15.4943,4.4903,4.3894,
1517.0000,3.3333,-2.1551,8.5198,2.7241,4.3240,
1518.0000,3.5817,-2.1551,8.5198,2.8483,4.2905,
1519.0000,1.9850,-3.0467,7.5188,1.5822,4.2211,
1520.0000,3.3333,-2.1551,8.5198,2.7241,4.1559,
1521.0000,1.8969,-3.0467,7.5188,1.5382,4.0874,
1522.0000,3.3659,-2.1551,8.5198,2.7404,4.0260,
1523.0000,3.3659,-2.1551,8.5198,2.7404,3.9647,
1524.0000,3.4209,-2.9794,6.2683,2.0703,3.8952,
1525.0000,1.0602,-4.2675,1.2104,-0.5081,3.7701,
1526.0000,0.9325,-0.3768,-0.0461,0.3440,3.6675,
1527.0000,1.4978,-3.6974,1.9264,0.0250,3.5781,
1528.0000,1.3661,-3.6974,1.9264,-0.0409,3.4733,
1529.0000,0.7378,-0.3768,-0.0461,0.2466,3.4237,
1530.0000,3.4670,-2.9794,6.2683,2.0933,3.3570,
1531.0000,1.3661,-3.6974,1.9264,-0.0409,3.3017,
1532.0000,3.0544,-3.6671,6.2683,1.6807,3.2806,
1533.0000,1.3201,-4.2675,1.2104,-0.3781,3.1490,
1534.0000,2.6439,-4.3585,8.1855,1.6515,3.1407,
1535.0000,2.9378,-3.9395,7.2280,1.7326,3.1339,
1536.0000,2.9378,-3.9395,7.2280,1.7326,3.1340,
1537.0000,0.9325,-0.3768,-0.0461,0.3440,3.1062,
1538.0000,0.7318,-0.9909,-0.4555,-0.0225,3.0017,
1539.0000,2.6569,-4.3585,8.1855,1.6580,2.9295,
1540.0000,2.7260,-4.3585,8.1855,1.6926,2.9228,
1541.0000,2.4281,-3.6661,3.9465,0.9035,2.9070,
1542.0000,2.4356,-3.6661,3.9465,0.9073,2.8921,
1543.0000,2.3515,-3.6661,3.9465,0.8652,2.7859,
1544.0000,2.3054,-3.6661,3.9465,0.8422,2.6805,
1545.0000,0.1094,-1.4852,-0.4555,-0.4820,2.5486,
1546.0000,0.3402,-0.9909,-0.4555,-0.2182,2.4375,
1547.0000,2.4281,-3.6661,3.9465,0.9035,2.3650,
1548.0000,2.4356,-3.6661,3.9465,0.9073,2.3493,
1549.0000,0.2276,-1.4852,-0.4555,-0.4229,2.2344,
1550.0000,2.3515,-3.6661,3.9465,0.8652,2.1452,
1551.0000,1.9850,-3.0467,7.5188,1.5822,2.0713,
1552.0000,0.1094,-1.4852,-0.4555,-0.4820,1.9700,
1553.0000,1.8969,-3.0467,7.5188,1.5382,1.9096,
1554.0000,2.1377,-4.1573,7.9471,1.4111,1.8468,
1555.0000,1.5914,-3.0467,7.5188,1.3854,1.7765,
1556.0000,1.6640,-3.0467,7.5188,1.4217,1.7145,
1557.0000,2.0345,-3.0467,7.5188,1.6070,1.6456,
1558.0000,2.0345,-3.0467,7.5188,1.6070,1.5784,
1559.0000,1.9850,-3.0467,7.5188,1.5822,1.5107,
1560.0000,1.8969,-3.0467,7.5188,1.5382,1.4421,
1561.0000,6.2248,3.1154,-0.6948,3.9081,1.4911,
1562.0000,4.6491,-2.2620,-1.0527,1.4354,1.4218,
1563.0000,1.5914,-3.0467,7.5188,1.3854,1.3947,
1564.0000,1.0602,-4.2675,1.2104,-0.5081,1.2938,
1565.0000,6.8436,2.4222,-0.6948,4.0095,1.2832,
1566.0000,1.3661,-3.6974,1.9264,-0.0409,1.1926,
1567.0000,6.2248,3.1154,-0.6948,3.9081,1.2163,
1568.0000,6.6834,3.1154,-0.6948,4.1374,1.2421,
1569.0000,1.1213,-4.2675,1.2104,-0.4775,1.2009,
1570.0000,1.1213,-4.2675,1.2104,-0.4775,1.1368,
1571.0000,1.1213,-4.2675,1.2104,-0.4775,1.0965,
1572.0000,6.8742,1.4772,-0.7815,3.7240,1.1162,
1573.0000,0.9325,-0.3768,-0.0461,0.3440,1.0683,
1574.0000,0.7318,-0.9909,-0.4555,-0.0225,1.0264,
1575.0000,0.7378,-0.3768,-0.0461,0.2466,1.0415,
1576.0000,6.9468,1.3094,-0.6592,3.7344,1.1093,
1577.0000,0.5941,-0.7837,-0.0461,0.0527,1.1099,
1578.0000,0.2276,-1.4852,-0.4555,-0.4229,1.1022,
1579.0000,6.6048,1.4772,-0.7815,3.5893,1.1691,
1580.0000,0.1094,-1.4852,-0.4555,-0.4820,1.1176,
1581.0000,0.2201,-1.4852,-0.4555,-0.4266,1.1099,
1582.0000,6.4466,1.4772,-0.7815,3.5102,1.1464,
1583.0000,5.4532,-4.5902,-1.4823,1.0531,1.1751,
1584.0000,5.7281,-4.3259,-0.9640,1.3735,1.1695,
1585.0000,0.2276,-1.4852,-0.4555,-0.4229,1.1264,
1586.0000,1.6485,-2.2620,-1.4129,-0.1369,1.0890,
1587.0000,4.8614,-4.0318,-1.9331,0.8345,1.0988,
1588.0000,5.4532,-4.5902,-1.4823,1.0531,1.1203,
1589.0000,0.2446,-3.1200,-1.0261,-1.0189,1.0668,
1590.0000,1.2264,-2.2620,-1.4129,-0.3480,1.0260,
1591.0000,2.5502,-2.2620,-1.4129,0.3140,1.0142,
1592.0000,4.6491,-2.2620,-1.0527,1.4354,1.0248,
1593.0000,4.2616,-4.0385,-2.5801,0.4032,1.0155,
1594.0000,6.0951,3.1154,-0.6948,3.8432,1.0755,
1595.0000,4.0934,-2.2620,-1.0527,1.1575,1.1083,
1596.0000,4.6491,-2.2620,-1.0527,1.4354,1.1414,
1597.0000,4.6491,-2.2620,-1.0527,1.4354,1.1520,
1598.0000,4.2616,-4.0385,-2.5801,0.4032,1.1420,
1599.0000,4.2616,-4.0385,-2.5801,0.4032,1.1585,
1600.0000,3.7344,-3.9674,-3.8536,-0.0938,1.1393,
1601.0000,6.7370,2.4222,-0.6948,3.9562,1.1868,
1602.0000,6.7370,2.4222,-0.6948,3.9562,1.2755,
1603.0000,3.4820,-5.1817,-3.9614,-0.6058,1.2327,
1604.0000,3.8641,-3.4193,-3.5131,0.2036,1.2085,
1605.0000,3.3754,-5.1817,-3.9614,-0.6591,1.1676,
1606.0000,6.8436,2.4222,-0.6948,4.0095,1.2194,
1607.0000,6.6048,1.4772,-0.7815,3.5893,1.2590,
1608.0000,2.9092,-5.1817,0.4613,-0.0076,1.2267,
1609.0000,6.5898,1.4772,-0.7815,3.5818,1.2667,
1610.0000,3.3754,-5.1817,-3.9614,-0.6591,1.2228,
1611.0000,3.3754,-5.1817,-3.9614,-0.6591,1.1314,
1612.0000,5.7281,-4.3259,-0.9640,1.3735,1.1302,
1613.0000,6.5898,1.4772,-0.7815,3.5818,1.1741,
1614.0000,5.7281,-4.3259,-0.9640,1.3735,1.2118,
1615.0000,5.4532,-4.5902,-1.4823,1.0531,1.1526,
1616.0000,6.2478,-4.3259,-0.9640,1.6333,1.1861,
1617.0000,3.2913,-5.1817,0.4613,0.1834,1.1116,
1618.0000,5.2319,-4.5902,-1.4823,0.9424,1.0477,
1619.0000,5.7281,-4.3259,-0.9640,1.3735,1.0847,
1620.0000,2.8136,-7.1783,-4.5788,-1.6624,1.0610,
1621.0000,3.0775,-6.3696,-4.1951,-1.2111,1.0464,
1622.0000,5.4532,-4.5902,-1.4823,1.0531,0.9929,
1623.0000,5.2319,-4.5902,-1.4823,0.9424,1.0049,
1624.0000,5.2319,-4.5902,-1.4823,0.9424,1.0242,
1625.0000,4.2501,-4.0385,-2.5801,0.3975,1.0272,
1626.0000,2.8136,-7.1783,-4.5788,-1.6624,0.9193,
