timestamp,mock_eda,mock_hr,mock_hrv
2026-05-19 17:17:37.256,5.0956,75.3094,59.2424
2026-05-19 17:17:37.276,5.1209,75.3094,59.2424
2026-05-19 17:17:37.297,5.0541,75.3094,59.2424
2026-05-19 17:17:37.318,5.0705,75.3094,59.2424
2026-05-19 17:17:37.340,5.0574,75.3094,59.2424
2026-05-19 17:17:37.360,5.1379,75.3094,59.2424
2026-05-19 17:17:37.381,5.1116,76.5579,59.2424
2026-05-19 17:17:37.401,5.1353,76.5579,59.2424
2026-05-19 17:17:37.422,5.0583,76.5579,59.2424
2026-05-19 17:17:37.442,5.1086,76.5579,59.2424
2026-05-19 17:17:37.463,5.0743,76.5579,59.2424
2026-05-19 17:17:37.483,5.1252,76.5579,59.2424
2026-05-19 17:17:37.504,5.1556,76.5579,59.2424
2026-05-19 17:17:37.525,5.1277,76.5579,59.2424
2026-05-19 17:17:37.545,5.0845,76.5579,59.2424
2026-05-19 17:17:37.566,5.103,76.5579,59.2424
2026-05-19 17:17:37.586,5.0997,76.5579,59.2424
2026-05-19 17:17:37.606,5.1642,76.5579,59.2424
2026-05-19 17:17:37.626,5.1255,76.5579,59.2424
2026-05-19 17:17:37.647,5.0942,76.5579,59.2424
2026-05-19 17:17:37.667,5.1241,76.5579,59.2424
2026-05-19 17:17:37.689,5.1448,76.5579,59.2424
2026-05-19 17:17:37.709,5.1079,76.5579,59.2424
2026-05-19 17:17:37.730,5.1622,76.5579,59.2424
2026-05-19 17:17:37.751,5.101,76.5579,59.2424
2026-05-19 17:17:37.772,5.1616,76.5579,59.2424
2026-05-19 17:17:37.793,5.1313,76.5579,59.2424
2026-05-19 17:17:37.813,5.138,76.5579,59.2424
2026-05-19 17:17:37.834,5.1701,76.5579,59.2424
2026-05-19 17:17:37.855,5.1005,76.5579,59.2424
2026-05-19 17:17:37.875,5.1757,76.5579,59.2424
2026-05-19 17:17:37.896,5.1366,76.5579,59.2424
2026-05-19 17:17:37.916,5.1445,76.5579,59.2424
2026-05-19 17:17:37.936,5.1919,76.5579,59.2424
2026-05-19 17:17:37.957,5.1156,76.5579,59.2424
2026-05-19 17:17:37.977,5.1192,76.5579,59.2424
2026-05-19 17:17:37.997,5.2084,76.5579,59.2424
2026-05-19 17:17:38.018,5.2079,76.5579,59.2424
2026-05-19 17:17:38.039,5.1495,76.5579,59.2424
2026-05-19 17:17:38.059,5.2019,76.5579,59.2424
2026-05-19 17:17:38.080,5.1269,76.5579,59.2424
2026-05-19 17:17:38.100,5.1606,76.5579,59.2424
2026-05-19 17:17:38.121,5.1992,76.5579,59.2424
2026-05-19 17:17:38.141,5.1741,76.5579,59.2424
2026-05-19 17:17:38.161,5.1727,76.5579,59.2424
2026-05-19 17:17:38.183,5.1532,76.5579,59.2424
2026-05-19 17:17:38.203,5.2209,76.5579,59.2424
2026-05-19 17:17:38.223,5.2316,76.5579,59.2424
2026-05-19 17:17:38.244,5.1525,76.5579,59.2424
2026-05-19 17:17:38.265,5.1486,76.5579,59.2424
2026-05-19 17:17:38.285,5.1775,76.5579,59.2424
2026-05-19 17:17:38.305,5.1955,76.5579,59.2424
2026-05-19 17:17:38.326,5.1762,76.5579,59.2424
2026-05-19 17:17:38.346,5.2078,76.5579,59.2424
2026-05-19 17:17:38.367,5.1597,76.5579,59.2424
2026-05-19 17:17:38.387,5.222,76.5579,59.2424
2026-05-19 17:17:38.407,5.2027,74.8056,59.2424
2026-05-19 17:17:38.428,5.2147,74.8056,59.2424
2026-05-19 17:17:38.449,5.1879,74.8056,59.2424
2026-05-19 17:17:38.470,5.1701,74.8056,59.2424
2026-05-19 17:17:38.491,5.2237,74.8056,59.2424
2026-05-19 17:17:38.511,5.2338,74.8056,59.2424
2026-05-19 17:17:38.531,5.1699,74.8056,59.2424
2026-05-19 17:17:38.552,5.2653,74.8056,59.2424
2026-05-19 17:17:38.572,5.2411,74.8056,59.2424
2026-05-19 17:17:38.593,5.1931,74.8056,59.2424
2026-05-19 17:17:38.614,5.236,74.8056,59.2424
2026-05-19 17:17:38.634,5.202,74.8056,59.2424
2026-05-19 17:17:38.655,5.1783,74.8056,59.2424
2026-05-19 17:17:38.676,5.2619,74.8056,59.2424
2026-05-19 17:17:38.696,5.2428,74.8056,59.2424
2026-05-19 17:17:38.716,5.2798,74.8056,59.2424
2026-05-19 17:17:38.737,5.2519,74.8056,59.2424
2026-05-19 17:17:38.757,5.2583,74.8056,59.2424
2026-05-19 17:17:38.777,5.2024,74.8056,59.2424
2026-05-19 17:17:38.797,5.2695,74.8056,59.2424
2026-05-19 17:17:38.818,5.1962,74.8056,59.2424
2026-05-19 17:17:38.839,5.2611,74.8056,59.2424
2026-05-19 17:17:38.860,5.2255,74.8056,59.2424
2026-05-19 17:17:38.880,5.2112,74.8056,59.2424
2026-05-19 17:17:38.900,5.3018,74.8056,59.2424
2026-05-19 17:17:38.921,5.2852,74.8056,59.2424
2026-05-19 17:17:38.941,5.2623,74.8056,59.2424
2026-05-19 17:17:38.961,5.2174,74.8056,59.2424
2026-05-19 17:17:38.982,5.2472,74.8056,59.2424
2026-05-19 17:17:39.002,5.2955,74.8056,59.2424
2026-05-19 17:17:39.022,5.2413,74.8056,59.2424
2026-05-19 17:17:39.043,5.2495,74.8056,59.2424
2026-05-19 17:17:39.064,5.2369,74.8056,59.2424
2026-05-19 17:17:39.084,5.2345,74.8056,59.2424
2026-05-19 17:17:39.105,5.2974,74.8056,59.2424
2026-05-19 17:17:39.125,5.2829,74.8056,59.2424
2026-05-19 17:17:39.145,5.2843,74.8056,59.2424
2026-05-19 17:17:39.166,5.2299,74.8056,59.2424
2026-05-19 17:17:39.187,5.2662,74.8056,59.2424
2026-05-19 17:17:39.207,5.2837,74.8056,59.2424
2026-05-19 17:17:39.228,5.3331,74.8056,59.2424
2026-05-19 17:17:39.249,5.2722,74.8056,59.2424
2026-05-19 17:17:39.269,5.309,74.8056,59.2424
2026-05-19 17:17:39.289,5.2495,74.8056,59.2424
2026-05-19 17:17:39.309,5.2996,74.8056,59.2424
2026-05-19 17:17:39.329,5.2862,74.8056,59.2424
2026-05-19 17:17:39.350,5.2732,74.8056,59.2424
2026-05-19 17:17:39.370,5.2499,74.8056,59.2424
2026-05-19 17:17:39.391,5.3456,74.8056,59.2424
2026-05-19 17:17:39.411,5.2897,74.8056,59.2424
2026-05-19 17:17:39.432,5.2654,75.082,59.2424
2026-05-19 17:17:39.453,5.2832,75.082,59.2424
2026-05-19 17:17:39.473,5.3524,75.082,59.2424
2026-05-19 17:17:39.494,5.2773,75.082,59.2424
2026-05-19 17:17:39.515,5.3346,75.082,59.2424
2026-05-19 17:17:39.535,5.3461,75.082,59.2424
2026-05-19 17:17:39.556,5.305,75.082,59.2424
2026-05-19 17:17:39.576,5.3391,75.082,59.2424
2026-05-19 17:17:39.597,5.304,75.082,59.2424
2026-05-19 17:17:39.618,5.2787,75.082,59.2424
2026-05-19 17:17:39.639,5.3158,75.082,59.2424
2026-05-19 17:17:39.659,5.3135,75.082,59.2424
2026-05-19 17:17:39.680,5.339,75.082,59.2424
2026-05-19 17:17:39.700,5.2789,75.082,59.2424
2026-05-19 17:17:39.720,5.3238,75.082,59.2424
2026-05-19 17:17:39.740,5.3438,75.082,59.2424
2026-05-19 17:17:39.761,5.2949,75.082,59.2424
2026-05-19 17:17:39.781,5.3006,75.082,59.2424
2026-05-19 17:17:39.801,5.3415,75.082,59.2424
2026-05-19 17:17:39.822,5.2992,75.082,59.2424
2026-05-19 17:17:39.843,5.3224,75.082,59.2424
2026-05-19 17:17:39.863,5.3637,75.082,59.2424
2026-05-19 17:17:39.884,5.3058,75.082,59.2424
2026-05-19 17:17:39.905,5.3316,75.082,59.2424
2026-05-19 17:17:39.925,5.3845,75.082,59.2424
2026-05-19 17:17:39.945,5.3778,75.082,59.2424
2026-05-19 17:17:39.966,5.3511,75.082,59.2424
2026-05-19 17:17:39.986,5.3541,75.082,59.2424
2026-05-19 17:17:40.006,5.3505,75.082,59.2424
2026-05-19 17:17:40.027,5.3745,75.082,59.2424
2026-05-19 17:17:40.048,5.3896,75.082,59.2424
2026-05-19 17:17:40.068,5.3226,75.082,59.2424
2026-05-19 17:17:40.089,5.3183,75.082,59.2424
2026-05-19 17:17:40.109,5.3509,75.082,59.2424
2026-05-19 17:17:40.130,5.3714,75.082,59.2424
2026-05-19 17:17:40.150,5.3848,75.082,59.2424
2026-05-19 17:17:40.171,5.3645,75.082,59.2424
2026-05-19 17:17:40.191,5.3954,75.082,59.2424
2026-05-19 17:17:40.211,5.3368,75.082,59.2424
2026-05-19 17:17:40.232,5.3521,75.082,59.2424
2026-05-19 17:17:40.252,5.4163,75.082,59.2424
2026-05-19 17:17:40.273,5.3743,75.082,59.2424
2026-05-19 17:17:40.294,5.4266,75.082,59.2424
2026-05-19 17:17:40.315,5.3683,75.082,59.2424
2026-05-19 17:17:40.335,5.4359,75.082,59.2424
2026-05-19 17:17:40.356,5.3887,75.082,59.2424
2026-05-19 17:17:40.376,5.3427,75.082,59.2424
2026-05-19 17:17:40.396,5.4198,75.082,59.2424
2026-05-19 17:17:40.437,5.3996,75.082,59.2424
2026-05-19 17:17:40.457,5.3918,75.082,59.2424
2026-05-19 17:17:40.478,5.359,75.383,59.2424
2026-05-19 17:17:40.498,5.4102,75.383,59.2424
2026-05-19 17:17:40.518,5.396,75.383,59.2424
2026-05-19 17:17:40.539,5.3972,75.383,59.2424
2026-05-19 17:17:40.559,5.412,75.383,59.2424
2026-05-19 17:17:40.580,5.4132,75.383,59.2424
2026-05-19 17:17:40.600,5.4277,75.383,59.2424
2026-05-19 17:17:40.622,5.4326,75.383,59.2424
2026-05-19 17:17:40.642,5.4347,75.383,59.2424
2026-05-19 17:17:40.663,5.4205,75.383,59.2424
2026-05-19 17:17:40.683,5.4509,75.383,59.2424
2026-05-19 17:17:40.703,5.3826,75.383,59.2424
2026-05-19 17:17:40.724,5.4689,75.383,59.2424
2026-05-19 17:17:40.744,5.3773,75.383,59.2424
2026-05-19 17:17:40.765,5.3806,75.383,59.2424
2026-05-19 17:17:40.786,5.4126,75.383,59.2424
2026-05-19 17:17:40.806,5.3832,75.383,59.2424
2026-05-19 17:17:40.827,5.4338,75.383,59.2424
2026-05-19 17:17:40.847,5.4829,75.383,59.2424
2026-05-19 17:17:40.868,5.4476,75.383,59.2424
2026-05-19 17:17:40.888,5.3991,75.383,59.2424
2026-05-19 17:17:40.909,5.4229,75.383,59.2424
2026-05-19 17:17:40.930,5.4907,75.383,59.2424
2026-05-19 17:17:40.950,5.4229,75.383,59.2424
2026-05-19 17:17:40.971,5.4645,75.383,59.2424
2026-05-19 17:17:40.991,5.4228,75.383,59.2424
2026-05-19 17:17:41.012,5.4655,75.383,59.2424
2026-05-19 17:17:41.033,5.482,75.383,59.2424
2026-05-19 17:17:41.054,5.4377,75.383,59.2424
2026-05-19 17:17:41.075,5.4377,75.383,59.2424
2026-05-19 17:17:41.095,5.4966,75.383,59.2424
2026-05-19 17:17:41.116,5.5011,75.383,59.2424
2026-05-19 17:17:41.136,5.4328,75.383,59.2424
2026-05-19 17:17:41.157,5.4195,75.383,59.2424
2026-05-19 17:17:41.177,5.432,75.383,59.2424
2026-05-19 17:17:41.197,5.4539,75.383,59.2424
2026-05-19 17:17:41.218,5.456,75.383,59.2424
2026-05-19 17:17:41.239,5.4263,75.383,59.2424
2026-05-19 17:17:41.259,5.4717,75.383,59.2424
2026-05-19 17:17:41.279,5.4501,75.383,59.2424
2026-05-19 17:17:41.300,5.4582,75.383,59.2424
2026-05-19 17:17:41.320,5.5069,75.383,59.2424
2026-05-19 17:17:41.341,5.5074,75.383,59.2424
2026-05-19 17:17:41.361,5.4305,75.383,59.2424
2026-05-19 17:17:41.382,5.4589,75.383,59.2424
2026-05-19 17:17:41.402,5.4673,75.383,59.2424
2026-05-19 17:17:41.423,5.438,75.383,59.2424
2026-05-19 17:17:41.444,5.4928,75.383,59.2424
2026-05-19 17:17:41.464,5.5043,75.383,59.2424
2026-05-19 17:17:41.485,5.51,75.383,59.2424
2026-05-19 17:17:41.505,5.4599,75.972,59.2424
2026-05-19 17:17:41.525,5.48,75.972,59.2424
2026-05-19 17:17:41.545,5.4909,75.972,59.2424
2026-05-19 17:17:41.566,5.5153,75.972,59.2424
2026-05-19 17:17:41.587,5.4946,75.972,59.2424
2026-05-19 17:17:41.607,5.4736,75.972,59.2424
2026-05-19 17:17:41.627,5.4767,75.972,59.2424
2026-05-19 17:17:41.648,5.5524,75.972,59.2424
2026-05-19 17:17:41.669,5.4873,75.972,59.2424
2026-05-19 17:17:41.689,5.5165,75.972,59.2424
2026-05-19 17:17:41.709,5.4991,75.972,59.2424
2026-05-19 17:17:41.731,5.4806,75.972,59.2424
2026-05-19 17:17:41.752,5.5224,75.972,59.2424
2026-05-19 17:17:41.772,5.5495,75.972,59.2424
2026-05-19 17:17:41.793,5.4802,75.972,59.2424
2026-05-19 17:17:41.813,5.5237,75.972,59.2424
2026-05-19 17:17:41.834,5.5405,75.972,59.2424
2026-05-19 17:17:41.854,5.5298,75.972,59.2424
2026-05-19 17:17:41.875,5.5354,75.972,59.2424
2026-05-19 17:17:41.896,5.5493,75.972,59.2424
2026-05-19 17:17:41.916,5.5347,75.972,59.2424
2026-05-19 17:17:41.937,5.4977,75.972,59.2424
2026-05-19 17:17:41.957,5.5722,75.972,59.2424
2026-05-19 17:17:41.977,5.5619,75.972,59.2424
2026-05-19 17:17:41.997,5.5398,75.972,59.2424
2026-05-19 17:17:42.018,5.4976,75.972,59.2424
2026-05-19 17:17:42.040,5.5709,75.972,59.2424
2026-05-19 17:17:42.060,5.5679,75.972,59.2424
2026-05-19 17:17:42.081,5.5544,75.972,59.2424
2026-05-19 17:17:42.101,5.497,75.972,59.2424
2026-05-19 17:17:42.122,5.518,75.972,59.2424
2026-05-19 17:17:42.143,5.5192,75.972,59.2424
2026-05-19 17:17:42.163,5.5642,75.972,59.2424
2026-05-19 17:17:42.184,5.5109,75.972,59.2424
2026-05-19 17:17:42.204,5.5219,75.972,59.2424
2026-05-19 17:17:42.225,5.5649,75.972,59.2424
2026-05-19 17:17:42.245,5.5859,75.972,59.2424
2026-05-19 17:17:42.266,5.5881,75.972,59.2424
2026-05-19 17:17:42.286,5.5304,75.972,59.2424
2026-05-19 17:17:42.307,5.5527,75.972,59.2424
2026-05-19 17:17:42.327,5.5337,75.972,59.2424
2026-05-19 17:17:42.348,5.5977,75.972,59.2424
2026-05-19 17:17:42.368,5.5469,75.972,59.2424
2026-05-19 17:17:42.390,5.5525,75.972,59.2424
2026-05-19 17:17:42.410,5.5297,75.972,59.2424
2026-05-19 17:17:42.430,5.5559,75.972,59.2424
2026-05-19 17:17:42.451,5.5282,75.972,59.2424
2026-05-19 17:17:42.472,5.6052,75.972,59.2424
2026-05-19 17:17:42.492,5.5554,75.972,59.2424
2026-05-19 17:17:42.513,5.6117,75.972,59.2424
2026-05-19 17:17:42.533,5.5522,78.1966,59.2424
2026-05-19 17:17:42.554,5.5396,78.1966,59.2424
2026-05-19 17:17:42.574,5.6268,78.1966,59.2424
2026-05-19 17:17:42.594,5.5779,78.1966,59.2424
2026-05-19 17:17:42.615,5.5735,78.1966,59.2424
2026-05-19 17:17:42.635,5.5432,78.1966,59.2424
2026-05-19 17:17:42.655,5.55,78.1966,59.2424
2026-05-19 17:17:42.676,5.5978,78.1966,59.2424
2026-05-19 17:17:42.696,5.6226,78.1966,59.2424
2026-05-19 17:17:42.717,5.6258,78.1966,59.2424
2026-05-19 17:17:42.737,5.5702,78.1966,59.2424
2026-05-19 17:17:42.758,5.5712,78.1966,59.2424
2026-05-19 17:17:42.778,5.6032,78.1966,59.2424
2026-05-19 17:17:42.799,5.6434,78.1966,59.2424
2026-05-19 17:17:42.820,5.6267,78.1966,59.2424
2026-05-19 17:17:42.840,5.6179,78.1966,59.2424
2026-05-19 17:17:42.860,5.5626,78.1966,59.2424
2026-05-19 17:17:42.881,5.6365,78.1966,59.2424
2026-05-19 17:17:42.901,5.5724,78.1966,59.2424
2026-05-19 17:17:42.922,5.6142,78.1966,59.2424
2026-05-19 17:17:42.942,5.6396,78.1966,59.2424
2026-05-19 17:17:42.962,5.6103,78.1966,59.2424
2026-05-19 17:17:42.983,5.6257,78.1966,59.2424
2026-05-19 17:17:43.004,5.6386,78.1966,59.2424
2026-05-19 17:17:43.025,5.6652,78.1966,59.2424
2026-05-19 17:17:43.046,5.6598,78.1966,59.2424
2026-05-19 17:17:43.066,5.6363,78.1966,59.2424
2026-05-19 17:17:43.087,5.6027,78.1966,59.2424
2026-05-19 17:17:43.107,5.6132,78.1966,59.2424
2026-05-19 17:17:43.128,5.6767,78.1966,59.2424
2026-05-19 17:17:43.150,5.6266,78.1966,59.2424
2026-05-19 17:17:43.170,5.6427,78.1966,59.2424
2026-05-19 17:17:43.191,5.5926,78.1966,59.2424
2026-05-19 17:17:43.211,5.5905,78.1966,59.2424
2026-05-19 17:17:43.232,5.6664,78.1966,59.2424
2026-05-19 17:17:43.252,5.6064,78.1966,59.2424
2026-05-19 17:17:43.273,5.6237,78.1966,59.2424
2026-05-19 17:17:43.293,5.5991,78.1966,59.2424
2026-05-19 17:17:43.313,5.6635,78.1966,59.2424
2026-05-19 17:17:43.334,5.6306,78.1966,59.2424
2026-05-19 17:17:43.355,5.6894,78.1966,59.2424
2026-05-19 17:17:43.376,5.6187,78.1966,59.2424
2026-05-19 17:17:43.396,5.6398,78.1966,59.2424
2026-05-19 17:17:43.417,5.6097,78.1966,59.2424
2026-05-19 17:17:43.438,5.6225,78.1966,59.2424
2026-05-19 17:17:43.459,5.6525,78.1966,59.2424
2026-05-19 17:17:43.480,5.6805,78.1966,59.2424
2026-05-19 17:17:43.500,5.6136,78.1966,59.2424
2026-05-19 17:17:43.520,5.6118,78.1966,59.2424
2026-05-19 17:17:43.541,5.7067,78.1966,59.2424
2026-05-19 17:17:43.561,5.645,80.1784,59.2424
2026-05-19 17:17:43.582,5.6666,80.1784,59.2424
2026-05-19 17:17:43.602,5.6134,80.1784,59.2424
2026-05-19 17:17:43.623,5.6277,80.1784,59.2424
2026-05-19 17:17:43.643,5.6501,80.1784,59.2424
2026-05-19 17:17:43.664,5.6989,80.1784,59.2424
2026-05-19 17:17:43.684,5.712,80.1784,59.2424
2026-05-19 17:17:43.705,5.6526,80.1784,59.2424
2026-05-19 17:17:43.726,5.6644,80.1784,59.2424
2026-05-19 17:17:43.746,5.6515,80.1784,59.2424
2026-05-19 17:17:43.766,5.7004,80.1784,59.2424
2026-05-19 17:17:43.787,5.6413,80.1784,59.2424
2026-05-19 17:17:43.808,5.6398,80.1784,59.2424
2026-05-19 17:17:43.828,5.6435,80.1784,59.2424
2026-05-19 17:17:43.848,5.682,80.1784,59.2424
2026-05-19 17:17:43.869,5.6776,80.1784,59.2424
2026-05-19 17:17:43.890,5.7226,80.1784,59.2424
2026-05-19 17:17:43.911,5.6745,80.1784,59.2424
2026-05-19 17:17:43.931,5.731,80.1784,59.2424
2026-05-19 17:17:43.951,5.695,80.1784,59.2424
2026-05-19 17:17:43.972,5.7287,80.1784,59.2424
2026-05-19 17:17:43.993,5.6446,80.1784,59.2424
2026-05-19 17:17:44.014,5.7241,80.1784,59.2424
2026-05-19 17:17:44.034,5.6876,80.1784,59.2424
2026-05-19 17:17:44.054,5.7275,80.1784,59.2424
2026-05-19 17:17:44.075,5.723,80.1784,59.2424
2026-05-19 17:17:44.096,5.7398,80.1784,59.2424
2026-05-19 17:17:44.117,5.6767,80.1784,59.2424
2026-05-19 17:17:44.137,5.7439,80.1784,59.2424
2026-05-19 17:17:44.158,5.7534,80.1784,59.2424
2026-05-19 17:17:44.179,5.6716,80.1784,59.2424
2026-05-19 17:17:44.199,5.6714,80.1784,59.2424
2026-05-19 17:17:44.220,5.684,80.1784,59.2424
2026-05-19 17:17:44.240,5.7429,80.1784,59.2424
2026-05-19 17:17:44.261,5.7403,80.1784,59.2424
2026-05-19 17:17:44.282,5.7149,80.1784,59.2424
2026-05-19 17:17:44.303,5.6745,80.1784,59.2424
2026-05-19 17:17:44.323,5.7094,80.1784,59.2424
2026-05-19 17:17:44.344,5.7391,80.1784,59.2424
2026-05-19 17:17:44.365,5.7301,80.1784,59.2424
2026-05-19 17:17:44.385,5.7431,80.1784,59.2424
2026-05-19 17:17:44.406,5.7144,80.1784,59.2424
2026-05-19 17:17:44.426,5.7678,80.1784,59.2424
2026-05-19 17:17:44.446,5.7065,80.1784,59.2424
2026-05-19 17:17:44.468,5.7201,80.1784,59.2424
2026-05-19 17:17:44.488,5.7123,80.1784,59.2424
2026-05-19 17:17:44.508,5.7143,80.1784,59.2424
2026-05-19 17:17:44.529,5.754,80.1784,59.2424
2026-05-19 17:17:44.549,5.7454,80.1784,59.2424
2026-05-19 17:17:44.570,5.7168,80.1784,59.2424
2026-05-19 17:17:44.590,5.7607,80.9591,59.2424
2026-05-19 17:17:44.611,5.7581,80.9591,59.2424
2026-05-19 17:17:44.632,5.7599,80.9591,59.2424
2026-05-19 17:17:44.652,5.7419,80.9591,59.2424
2026-05-19 17:17:44.672,5.6908,80.9591,59.2424
2026-05-19 17:17:44.693,5.7003,80.9591,59.2424
2026-05-19 17:17:44.713,5.7408,80.9591,59.2424
2026-05-19 17:17:44.734,5.7495,80.9591,59.2424
2026-05-19 17:17:44.755,5.7602,80.9591,59.2424
2026-05-19 17:17:44.775,5.7746,80.9591,59.2424
2026-05-19 17:17:44.796,5.702,80.9591,59.2424
2026-05-19 17:17:44.816,5.7507,80.9591,59.2424
2026-05-19 17:17:44.837,5.7691,80.9591,59.2424
2026-05-19 17:17:44.858,5.7436,80.9591,59.2424
2026-05-19 17:17:44.878,5.7732,80.9591,59.2424
2026-05-19 17:17:44.899,5.7263,80.9591,59.2424
2026-05-19 17:17:44.919,5.7697,80.9591,59.2424
2026-05-19 17:17:44.940,5.7302,80.9591,59.2424
2026-05-19 17:17:44.961,5.7446,80.9591,59.2424
2026-05-19 17:17:44.981,5.7114,80.9591,59.2424
2026-05-19 17:17:45.002,5.7708,80.9591,59.2424
2026-05-19 17:17:45.030,5.7469,80.9591,59.2424
2026-05-19 17:17:45.060,5.742,80.9591,59.2424
2026-05-19 17:17:45.091,5.7208,80.9591,59.2424
2026-05-19 17:17:45.123,5.7402,80.9591,59.2424
2026-05-19 17:17:45.155,5.7952,80.9591,59.2424
2026-05-19 17:17:45.187,5.771,80.9591,59.2424
2026-05-19 17:17:45.218,5.7519,80.9591,59.2424
2026-05-19 17:17:45.249,5.802,80.9591,59.2424
2026-05-19 17:17:45.280,5.7543,80.9591,59.2424
2026-05-19 17:17:45.312,5.7535,80.9591,59.2424
2026-05-19 17:17:45.343,5.7641,80.9591,59.2424
2026-05-19 17:17:45.375,5.7686,80.9591,59.2424
2026-05-19 17:17:45.406,5.7876,80.9591,59.2424
2026-05-19 17:17:45.437,5.7404,80.9591,59.2424
2026-05-19 17:17:45.468,5.83,80.9591,59.2424
2026-05-19 17:17:45.498,5.7489,80.9591,59.2424
2026-05-19 17:17:45.530,5.7668,80.9591,59.2424
2026-05-19 17:17:45.561,5.7794,80.9591,59.2424
2026-05-19 17:17:45.593,5.8481,80.9591,59.2424
2026-05-19 17:17:45.625,5.7863,80.9591,59.2424
2026-05-19 17:17:45.656,5.7782,80.9591,59.2424
2026-05-19 17:17:45.687,5.7994,80.9591,59.2424
2026-05-19 17:17:45.719,5.8121,80.9591,59.2424
2026-05-19 17:17:45.751,5.8354,80.9591,59.2424
2026-05-19 17:17:45.782,5.7701,80.9591,59.2424
2026-05-19 17:17:45.814,5.8311,80.9591,59.2424
2026-05-19 17:17:45.846,5.8135,80.9591,59.2424
2026-05-19 17:17:45.877,5.7687,80.9591,59.2424
2026-05-19 17:17:45.908,5.8001,80.9591,59.2424
2026-05-19 17:17:45.939,5.8573,78.2608,59.2424
2026-05-19 17:17:45.971,5.8095,78.2608,59.2424
2026-05-19 17:17:46.003,5.8332,78.2608,59.2424
2026-05-19 17:17:46.035,5.8412,78.2608,59.2424
2026-05-19 17:17:46.067,5.8011,78.2608,59.2424
2026-05-19 17:17:46.098,5.8402,78.2608,59.2424
2026-05-19 17:17:46.130,5.8487,78.2608,59.2424
2026-05-19 17:17:46.161,5.8738,78.2608,59.2424
2026-05-19 17:17:46.191,5.825,78.2608,59.2424
2026-05-19 17:17:46.224,5.7961,78.2608,59.2424
2026-05-19 17:17:46.255,5.8269,78.2608,59.2424
2026-05-19 17:17:46.287,5.7942,78.2608,59.2424
2026-05-19 17:17:46.320,5.8815,78.2608,59.2424
2026-05-19 17:17:46.352,5.8862,78.2608,59.2424
2026-05-19 17:17:46.382,5.8857,78.2608,59.2424
2026-05-19 17:17:46.415,5.8775,78.2608,59.2424
2026-05-19 17:17:46.446,5.863,78.2608,59.2424
2026-05-19 17:17:46.477,5.8277,78.2608,59.2424
2026-05-19 17:17:46.509,5.8552,78.2608,59.2424
2026-05-19 17:17:46.540,5.8463,78.2608,59.2424
2026-05-19 17:17:46.570,5.8744,78.2608,59.2424
